"ID","Title","Created By","Created On","Estimate","Expected Result","Forecast","Module","Owner","Preconditions","Priority","References","Release","Section","Section Description","Steps","Steps","Steps (Additional Info)","Steps (Expected Result)","Steps (References)","Steps (Shared step ID)","Steps (Step)","Suite","Suite ID","TC Status","Type","Updated By","Updated On"
"C10146464","Verify replacing a regular pipeline from SOURCE:""""Project Space Shared"""" to DESTINATION:""""Shared of other PS"""" with references in """"Project Space Shared"""" should should be successful","F16442929789527","9/17/2019 4:25 AM","","The pipeline should be replaced and executed successfully",""," IA","Pavan V","Create references in Project space Shared.
Import attached pipeline in Project space Shared project and configure the references.","Low","UI-3344","4.18","UI-3344 -Enhance IA pallette to include option to suggest  pipelines","","Create a pipeline with name 'PipeRecMasterOfPS PRec' in Shared project of other project space
Click on Suggest Pipelines button
Click on Suggested regular pipeline with name 'PipeRecMasterOfPS' (i.e., imported pipeline)
Click on replace button in Pipeline Recommendation popup","","","","","","","Master","S1"," Manual","UI","Priya Sao","7/26/2024 1:13 PM"
"C10146465","Verify replacing a regular pipeline from SOURCE:""""Project"""" to DESTINATION:""""Org Shared"""" with references in """"Project"""" should be successful","F16442929789527","9/17/2019 4:25 AM","","The pipeline should be replaced and executed successfully",""," IA","Pavan V","Create references in Project.
Import attached pipeline in Project with same name and configure the references.","High","UI-3344","4.18","UI-3344 -Enhance IA pallette to include option to suggest  pipelines","","Create a pipeline with name 'PipeRecMasterOfPrj PRec' in Org Shared project
Click on Suggest Pipelines button
Click on Suggested regular pipeline with name 'PipeRecMasterOfPrj' (i.e., imported pipeline)
Click on replace button in Pipeline Recommendation popup","","","","","","","Master","S1","Obsolete","UI","Pavan V","10/30/2024 5:29 AM"
"C10146466","Verify replacing a regular pipeline from SOURCE:""""Project"""" to DESTINATION:""""Project Space Shared"""" with references in """"Project"""" should be successful","F16442929789527","9/17/2019 4:25 AM","","The pipeline should be replaced and executed successfully",""," IA","Pavan V","Create references in Project.
Import attached pipeline in Project with same name and configure the references.","Low","UI-3344","4.18","UI-3344 -Enhance IA pallette to include option to suggest  pipelines","","Create a pipeline with name 'PipeRecMasterOfPrj PRec' in Project space Shared project
Click on Suggest Pipelines button
Click on Suggested regular pipeline with name 'PipeRecMasterOfPrj' (i.e., imported pipeline)
Click on replace button in Pipeline Recommendation popup","","","","","","","Master","S1"," Manual","UI","Priya Sao","7/26/2024 1:13 PM"
"C10146467","Verify replacing a regular pipeline from SOURCE:""""Project"""" to DESTINATION:""""2nd Project in same PS"""" with references in """"Project"""" should be successful","F16442929789527","9/17/2019 4:25 AM","","The pipeline should be replaced and executed successfully",""," IA","Pavan V","Create references in Project.
Import attached pipeline in Project with same name and configure the references.","Low","UI-3344","4.18","UI-3344 -Enhance IA pallette to include option to suggest  pipelines","","Create a pipeline with name 'PipeRecMasterOfPrj PRec' in 2nd project in same Project space
Click on Suggest Pipelines button
Click on Suggested regular pipeline with name 'PipeRecMasterOfPrj' (i.e., imported pipeline)
Click on replace button in Pipeline Recommendation popup","","","","","","","Master","S1"," Manual","UI","Priya Sao","7/26/2024 1:13 PM"
"C10146468","Verify replacing a regular pipeline from SOURCE:""""Project Space Shared"""" to DESTINATION:""""Project"""" with references in """"Org Shared"""" should be successful","F16442929789527","9/17/2019 4:25 AM","","The pipeline should be replaced and executed successfully.",""," IA","Pavan V","Create references in Org Shared.
Import attached pipeline in Project space Shared project and configure the references.","Medium","UI-3344","4.18","UI-3344 -Enhance IA pallette to include option to suggest  pipelines","","Create a pipeline with name 'PipeRecMasterOfPSWithOrgRef PRec' in a Project
Click on Suggest Pipelines button
Click on Suggested regular pipeline with name 'PipeRecMasterOfPSWithOrgRef' (i.e., imported pipeline)
Click on replace button in Pipeline Recommendation popup","","","","","","","Master","S1","Obsolete","UI","Pavan V","10/30/2024 3:45 AM"
"C10146469","Verify replacing a regular pipeline from SOURCE:""""Project Space Shared"""" to DESTINATION:""""Shared of other PS"""" with references in """"Org Shared"""" should be successful","F16442929789527","9/17/2019 4:25 AM","","The pipeline should be replaced and executed successfully",""," IA","Pavan V","Create references in Org Shared.
Import attached pipeline in Project space Shared project and configure the references.","Low","UI-3344","4.18","UI-3344 -Enhance IA pallette to include option to suggest  pipelines","","Create a pipeline with name 'PipeRecMasterOfPSWithOrgRef PRec' in Shared project of other Project space.
Click on Suggest Pipelines button
Click on Suggested regular pipeline with name 'PipeRecMasterOfPSWithOrgRef' (i.e., imported pipeline)
Click on replace button in Pipeline Recommendation popup","","","","","","","Master","S1"," Manual","UI","Priya Sao","7/26/2024 1:13 PM"
"C10146470","Verify replacing a regular pipeline from SOURCE:""""Project"""" to DESTINATION:""""Org Shared"""" with references in """"Org Shared"""" should be successful","F16442929789527","9/17/2019 4:25 AM","","The pipeline should be replaced and executed successfully",""," IA","Pavan V","Create references in Org Shared.
Import attached pipeline in Project and configure the references.","Low","UI-3344","4.18","UI-3344 -Enhance IA pallette to include option to suggest  pipelines","","Create a pipeline with name 'PipeRecMasterOfPrjWithOrgRef PRec in Org Shared project
Click on Suggest Pipelines button
Click on Suggested regular pipeline with name 'PipeRecMasterOfPrjWithOrgRef' (i.e., imported pipeline)
Click on replace button in Pipeline Recommendation popup","","","","","","","Master","S1"," Manual","UI","Priya Sao","7/26/2024 1:13 PM"
"C10146471","Verify replacing a regular pipeline from SOURCE:""""Project"""" to DESTINATION:""""Project Space Shared"""" with references in """"Org Shared"""" should be successful","F16442929789527","9/17/2019 4:25 AM","","The pipeline should be replaced and executed successfully.",""," IA","Pavan V","Create references in Org Shared.
Import attached pipeline in Project and configure the references.","Low","UI-3344","4.18","UI-3344 -Enhance IA pallette to include option to suggest  pipelines","","Create a pipeline with name 'PipeRecMasterOfPrjWithOrgRef Prec' in Project space Shared project
Click on Suggest Pipelines button
Click on Suggested regular pipeline with name 'PipeRecMasterOfPrjWithOrgRef' (i.e., imported pipeline)
Click on replace button in Pipeline Recommendation popup","","","","","","","Master","S1"," Manual","UI","Priya Sao","7/26/2024 1:13 PM"
"C10146472","Verify replacing a regular pipeline from SOURCE:""""Project"""" to DESTINATION:""""2nd Project in same PS"""" with references in """"Org Shared"""" should be successful","F16442929789527","9/17/2019 4:25 AM","","The pipeline should be replaced and executed successfully.",""," IA","Pavan V","Create references in Org Shared.
Import attached pipeline in Project and configure the references.","Low","UI-3344","4.18","UI-3344 -Enhance IA pallette to include option to suggest  pipelines","","Create a pipeline with name 'PipeRecMasterOfPrjWithOrgRef Prec' in 2nd project in same Project space
Click on Suggest Pipelines button
Click on Suggested regular pipeline with name 'PipeRecMasterOfPrjWithOrgRef' (i.e., imported pipeline)
Click on replace button in Pipeline Recommendation popup","","","","","","","Master","S1"," Manual","UI","Priya Sao","7/26/2024 1:13 PM"
"C10146473","Verify replacing a regular pipeline from SOURCE:""""Project"""" to DESTINATION:""""Project in other Project Space"""" with references in """"Org Shared"""" should be successful","F16442929789527","9/17/2019 4:25 AM","","The pipeline should be replaced and executed successfully.",""," IA","Pavan V","Create references in Org Shared.
Import attached pipeline in Project and configure the references.","Medium","UI-3344","4.18","UI-3344 -Enhance IA pallette to include option to suggest  pipelines","","Create a pipeline with name 'PipeRecMasterOfPrjWithOrgRef PRec' in a Project in other Project space
Click on Suggest Pipelines button
Click on Suggested regular pipeline with name 'PipeRecMasterOfPrjWithOrgRef' (i.e., imported pipeline)
Click on replace button in Pipeline Recommendation popup","","","","","","","Master","S1","Obsolete","UI","Pavan V","10/30/2024 3:46 AM"
"C10146474","Verify replacing a regular pipeline from SOURCE:""""Project"""" to DESTINATION:""""Org Shared"""" with references in """"Project Space Shared"""" should be successful","F16442929789527","9/17/2019 4:25 AM","","The pipeline should be replaced and executed successfully",""," IA","Pavan V","Create references in Project space Shared.
Import attached pipeline in Project and configure the references.","Low","UI-3344","4.18","UI-3344 -Enhance IA pallette to include option to suggest  pipelines","","Create a pipeline with name 'PipeRecMasterOfPrjWithPSRef PRec' in Org Shared project
Click on Suggest Pipelines button
Click on Suggested regular pipeline with name 'PipeRecMasterOfPrjWithPSRef' (i.e., imported pipeline)
Click on replace button in Pipeline Recommendation popup","","","","","","","Master","S1"," Manual","UI","Priya Sao","7/26/2024 1:13 PM"
"C10146475","Verify replacing a regular pipeline from SOURCE:""""Project"""" to DESTINATION:""""Project Space Shared"""" with references in """"Project Space Shared"""" should be successful","F16442929789527","9/17/2019 4:25 AM","","The pipeline should be replaced and executed successfully.",""," IA","Pavan V","Create references in Project space Shared.
Import attached pipeline in Project and configure the references.","Low","UI-3344","4.18","UI-3344 -Enhance IA pallette to include option to suggest  pipelines","","Create a pipeline with name 'PipeRecMasterOfPrjWithPSRef Prec' in Project space Shared project
Click on Suggest Pipelines button
Click on Suggested regular pipeline with name 'PipeRecMasterOfPrjWithPSRef' (i.e., imported pipeline)
Click on replace button in Pipeline Recommendation popup","","","","","","","Master","S1"," Manual","UI","Priya Sao","7/26/2024 1:13 PM"
